,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
417,0.45,5700,POOL,7,Subdivision 2,TX2,1317 Main St,City7,ZIP2-17,ZIP3-17,ROOFTOP,CO317,Condo,Residential,1967,Y,Electric,1634,1834,1734,1584,Actual,1684,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,217.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,417000.0,117.0
418,0.5,5800,NO POOL,8,Subdivision 3,TX0,1318 Main St,City8,ZIP2-18,ZIP3-18,ROOFTOP,CO318,Single Family,Residential,1968,Y,Gas,1636,1836,1736,1586,Actual,1686,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,218.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,418000.0,118.0
419,0.55,5900,POOL,9,Subdivision 4,TX1,1319 Main St,City9,ZIP2-19,ZIP3-19,ROOFTOP,CO319,Condo,Residential,1969,Y,Electric,1638,1838,1738,1588,Actual,1688,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,219.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,419000.0,119.0
420,0.1,6000,NO POOL,0,Subdivision 0,TX2,1320 Main St,City0,ZIP2-20,ZIP3-20,ROOFTOP,CO320,Single Family,Residential,1970,N,Electric,1640,1840,1740,1590,Actual,1690,4,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,220.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,420000.0,120.0
421,0.15,6100,POOL,1,Subdivision 1,TX0,1321 Main St,City1,ZIP2-21,ZIP3-21,ROOFTOP,CO321,Condo,Residential,1971,Y,Gas,1642,1842,1742,1592,Actual,1692,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,221.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,421000.0,121.0
422,0.2,6200,NO POOL,2,Subdivision 2,TX1,1322 Main St,City2,ZIP2-22,ZIP3-22,ROOFTOP,CO322,Single Family,Residential,1972,Y,Electric,1644,1844,1744,1594,Actual,1694,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,222.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,422000.0,122.0
423,0.25,6300,POOL,3,Subdivision 3,TX2,1323 Main St,City3,ZIP2-23,ZIP3-23,ROOFTOP,CO323,Condo,Residential,1973,Y,Electric,1646,1846,1746,1596,Actual,1696,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,223.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,423000.0,123.0
424,0.3,6400,NO POOL,4,Subdivision 4,TX0,1324 Main St,City4,ZIP2-24,ZIP3-24,ROOFTOP,CO324,Single Family,Residential,1974,Y,Gas,1648,1848,1748,1598,Actual,1698,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,224.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,424000.0,124.0
425,0.35,6500,POOL,5,Subdivision 0,TX1,1325 Main St,City5,ZIP2-25,ZIP3-25,ROOFTOP,CO325,Condo,Residential,1975,Y,Electric,1650,1850,1750,1600,Actual,1700,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,225.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,425000.0,125.0
426,0.4,6600,NO POOL,6,Subdivision 1,TX2,1326 Main St,City6,ZIP2-26,ZIP3-26,ROOFTOP,CO326,Single Family,Residential,1976,Y,Electric,1652,1852,1752,1602,Actual,1702,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,226.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,426000.0,126.0
427,0.45,6700,POOL,7,Subdivision 2,TX0,1327 Main St,City7,ZIP2-27,ZIP3-27,ROOFTOP,CO327,Condo,Residential,1977,Y,Gas,1654,1854,1754,1604,Actual,1704,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,227.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,427000.0,127.0
428,0.5,6800,NO POOL,8,Subdivision 3,TX1,1328 Main St,City8,ZIP2-28,ZIP3-28,ROOFTOP,CO328,Single Family,Residential,1978,Y,Electric,1656,1856,1756,1606,Actual,1706,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,228.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,428000.0,128.0
429,0.55,6900,POOL,9,Subdivision 4,TX2,1329 Main St,City9,ZIP2-29,ZIP3-29,ROOFTOP,CO329,Condo,Residential,1979,Y,Electric,1658,1858,1758,1608,Actual,1708,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,229.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,429000.0,129.0
430,0.1,7000,NO POOL,0,Subdivision 0,TX0,1330 Main St,City0,ZIP2-30,ZIP3-30,ROOFTOP,CO330,Single Family,Residential,1980,N,Gas,1660,1860,1760,1610,Actual,1710,2,2.5,500.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,230.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,430000.0,100.0
431,0.15,7100,POOL,1,Subdivision 1,TX1,1331 Main St,City1,ZIP2-31,ZIP3-31,ROOFTOP,CO331,Condo,Residential,1981,Y,Electric,1662,1862,1762,1612,Actual,1712,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,231.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,431000.0,101.0
432,0.2,7200,NO POOL,2,Subdivision 2,TX2,1332 Main St,City2,ZIP2-32,ZIP3-32,ROOFTOP,CO332,Single Family,Residential,1982,Y,Electric,1664,1864,1764,1614,Actual,1714,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,232.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,432000.0,102.0
433,0.25,7300,POOL,3,Subdivision 3,TX0,1333 Main St,City3,ZIP2-33,ZIP3-33,ROOFTOP,CO333,Condo,Residential,1983,Y,Gas,1666,1866,1766,1616,Actual,1716,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,233.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,433000.0,103.0
434,0.3,7400,NO POOL,4,Subdivision 4,TX1,1334 Main St,City4,ZIP2-34,ZIP3-34,ROOFTOP,CO334,Single Family,Residential,1984,Y,Electric,1668,1868,1768,1618,Actual,1718,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,234.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,434000.0,104.0
435,0.35,7500,POOL,5,Subdivision 0,TX2,1335 Main St,City5,ZIP2-35,ZIP3-35,ROOFTOP,CO335,Condo,Residential,1985,Y,Electric,1670,1870,1770,1620,Actual,1720,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,235.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,435000.0,105.0
436,0.4,7600,NO POOL,6,Subdivision 1,TX0,1336 Main St,City6,ZIP2-36,ZIP3-36,ROOFTOP,CO336,Single Family,Residential,1986,Y,Gas,1672,1872,1772,1622,Actual,1722,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,236.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,436000.0,106.0
437,0.45,7700,POOL,7,Subdivision 2,TX1,1337 Main St,City7,ZIP2-37,ZIP3-37,ROOFTOP,CO337,Condo,Residential,1987,Y,Electric,1674,1874,1774,1624,Actual,1724,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,237.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,437000.0,107.0
438,0.5,7800,NO POOL,8,Subdivision 3,TX2,1338 Main St,City8,ZIP2-38,ZIP3-38,ROOFTOP,CO338,Single Family,Residential,1988,Y,Electric,1676,1876,1776,1626,Actual,1726,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,238.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,438000.0,108.0
439,0.55,7900,POOL,9,Subdivision 4,TX0,1339 Main St,City9,ZIP2-39,ZIP3-39,ROOFTOP,CO339,Condo,Residential,1989,Y,Gas,1678,1878,1778,1628,Actual,1728,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,239.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,439000.0,109.0
440,0.1,8000,NO POOL,0,Subdivision 0,TX1,1340 Main St,City0,ZIP2-40,ZIP3-40,ROOFTOP,CO340,Single Family,Residential,1990,N,Electric,1680,1880,1780,1630,Actual,1730,3,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,240.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,440000.0,110.0
441,0.15,8100,POOL,1,Subdivision 1,TX2,1341 Main St,City1,ZIP2-41,ZIP3-41,ROOFTOP,CO341,Condo,Residential,1991,Y,Electric,1682,1882,1782,1632,Actual,1732,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,241.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,441000.0,111.0
442,0.2,8200,NO POOL,2,Subdivision 2,TX0,1342 Main St,City2,ZIP2-42,ZIP3-42,ROOFTOP,CO342,Single Family,Residential,1992,Y,Gas,1684,1884,1784,1634,Actual,1734,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,242.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,442000.0,112.0
443,0.25,8300,POOL,3,Subdivision 3,TX1,1343 Main St,City3,ZIP2-43,ZIP3-43,ROOFTOP,CO343,Condo,Residential,1993,Y,Electric,1686,1886,1786,1636,Actual,1736,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,243.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,443000.0,113.0
444,0.3,8400,NO POOL,4,Subdivision 4,TX2,1344 Main St,City4,ZIP2-44,ZIP3-44,ROOFTOP,CO344,Single Family,Residential,1994,Y,Electric,1688,1888,1788,1638,Actual,1738,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,244.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,444000.0,114.0
445,0.35,8500,POOL,5,Subdivision 0,TX0,1345 Main St,City5,ZIP2-45,ZIP3-45,ROOFTOP,CO345,Condo,Residential,1995,Y,Gas,1690,1890,1790,1640,Actual,1740,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,245.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,445000.0,115.0
446,0.4,8600,NO POOL,6,Subdivision 1,TX1,1346 Main St,City6,ZIP2-46,ZIP3-46,ROOFTOP,CO346,Single Family,Residential,1996,Y,Electric,1692,1892,1792,1642,Actual,1742,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,246.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,446000.0,116.0
447,0.45,8700,POOL,7,Subdivision 2,TX2,1347 Main St,City7,ZIP2-47,ZIP3-47,ROOFTOP,CO347,Condo,Residential,1997,Y,Electric,1694,1894,1794,1644,Actual,1744,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,247.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,447000.0,117.0
448,0.5,8800,NO POOL,8,Subdivision 3,TX0,1348 Main St,City8,ZIP2-48,ZIP3-48,ROOFTOP,CO348,Single Family,Residential,1998,Y,Gas,1696,1896,1796,1646,Actual,1746,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,248.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,448000.0,118.0
449,0.55,8900,POOL,9,Subdivision 4,TX1,1349 Main St,City9,ZIP2-49,ZIP3-49,ROOFTOP,CO349,Condo,Residential,1999,Y,Electric,1698,1898,1798,1648,Actual,1748,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,249.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,449000.0,119.0
450,0.1,4000,NO POOL,0,Subdivision 0,TX2,1350 Main St,City0,ZIP2-50,ZIP3-0,ROOFTOP,CO350,Single Family,Residential,2000,N,Electric,1700,1900,1800,1650,Actual,1750,4,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,250.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,450000.0,120.0
451,0.15,4100,POOL,1,Subdivision 1,TX0,1351 Main St,City1,ZIP2-51,ZIP3-1,ROOFTOP,CO351,Condo,Residential,2001,Y,Gas,1702,1902,1802,1652,Actual,1752,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,251.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,451000.0,121.0
452,0.2,4200,NO POOL,2,Subdivision 2,TX1,1352 Main St,City2,ZIP2-52,ZIP3-2,ROOFTOP,CO352,Single Family,Residential,2002,Y,Electric,1704,1904,1804,1654,Actual,1754,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,252.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,452000.0,122.0
453,0.25,4300,POOL,3,Subdivision 3,TX2,1353 Main St,City3,ZIP2-53,ZIP3-3,ROOFTOP,CO353,Condo,Residential,2003,Y,Electric,1706,1906,1806,1656,Actual,1756,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,253.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,453000.0,123.0
454,0.3,4400,NO POOL,4,Subdivision 4,TX0,1354 Main St,City4,ZIP2-54,ZIP3-4,ROOFTOP,CO354,Single Family,Residential,2004,Y,Gas,1708,1908,1808,1658,Actual,1758,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,254.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,454000.0,124.0
455,0.35,4500,POOL,5,Subdivision 0,TX1,1355 Main St,City5,ZIP2-55,ZIP3-5,ROOFTOP,CO355,Condo,Residential,2005,Y,Electric,1710,1910,1810,1660,Actual,1760,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,255.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,455000.0,125.0
456,0.4,4600,NO POOL,6,Subdivision 1,TX2,1356 Main St,City6,ZIP2-56,ZIP3-6,ROOFTOP,CO356,Single Family,Residential,2006,Y,Electric,1712,1912,1812,1662,Actual,1762,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,256.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,456000.0,126.0
457,0.45,4700,POOL,7,Subdivision 2,TX0,1357 Main St,City7,ZIP2-57,ZIP3-7,ROOFTOP,CO357,Condo,Residential,2007,Y,Gas,1714,1914,1814,1664,Actual,1764,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,257.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,457000.0,127.0
458,0.5,4800,NO POOL,8,Subdivision 3,TX1,1358 Main St,City8,ZIP2-58,ZIP3-8,ROOFTOP,CO358,Single Family,Residential,2008,Y,Electric,1716,1916,1816,1666,Actual,1766,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,258.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,458000.0,128.0
459,0.55,4900,POOL,9,Subdivision 4,TX2,1359 Main St,City9,ZIP2-59,ZIP3-9,ROOFTOP,CO359,Condo,Residential,2009,Y,Electric,1718,1918,1818,1668,Actual,1768,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,259.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,459000.0,129.0
460,0.1,5000,NO POOL,0,Subdivision 0,TX0,1360 Main St,City0,ZIP2-60,ZIP3-10,ROOFTOP,CO360,Single Family,Residential,2010,N,Gas,1720,1920,1820,1670,Actual,1770,2,2.5,0.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,260.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,460000.0,100.0
461,0.15,5100,POOL,1,Subdivision 1,TX1,1361 Main St,City1,ZIP2-61,ZIP3-11,ROOFTOP,CO361,Condo,Residential,2011,Y,Electric,1722,1922,1822,1672,Actual,1772,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,261.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,461000.0,101.0
462,0.2,5200,NO POOL,2,Subdivision 2,TX2,1362 Main St,City2,ZIP2-62,ZIP3-12,ROOFTOP,CO362,Single Family,Residential,2012,Y,Electric,1724,1924,1824,1674,Actual,1774,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,262.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,462000.0,102.0
463,0.25,5300,POOL,3,Subdivision 3,TX0,1363 Main St,City3,ZIP2-63,ZIP3-13,ROOFTOP,CO363,Condo,Residential,2013,Y,Gas,1726,1926,1826,1676,Actual,1776,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,263.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,463000.0,103.0
464,0.3,5400,NO POOL,4,Subdivision 4,TX1,1364 Main St,City4,ZIP2-64,ZIP3-14,ROOFTOP,CO364,Single Family,Residential,2014,Y,Electric,1728,1928,1828,1678,Actual,1778,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,264.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,464000.0,104.0
465,0.35,5500,POOL,5,Subdivision 0,TX2,1365 Main St,City5,ZIP2-65,ZIP3-15,ROOFTOP,CO365,Condo,Residential,2015,Y,Electric,1730,1930,1830,1680,Actual,1780,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,265.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,465000.0,105.0
466,0.4,5600,NO POOL,6,Subdivision 1,TX0,1366 Main St,City6,ZIP2-66,ZIP3-16,ROOFTOP,CO366,Single Family,Residential,2016,Y,Gas,1732,1932,1832,1682,Actual,1782,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,266.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,466000.0,106.0
467,0.45,5700,POOL,7,Subdivision 2,TX1,1367 Main St,City7,ZIP2-67,ZIP3-17,ROOFTOP,CO367,Condo,Residential,2017,Y,Electric,1734,1934,1834,1684,Actual,1784,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,267.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,467000.0,107.0
468,0.5,5800,NO POOL,8,Subdivision 3,TX2,1368 Main St,City8,ZIP2-68,ZIP3-18,ROOFTOP,CO368,Single Family,Residential,2018,Y,Electric,1736,1936,1836,1686,Actual,1786,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,268.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,468000.0,108.0
469,0.55,5900,POOL,9,Subdivision 4,TX0,1369 Main St,City9,ZIP2-69,ZIP3-19,ROOFTOP,CO369,Condo,Residential,2019,Y,Gas,1738,1938,1838,1688,Actual,1788,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,269.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,469000.0,109.0
470,0.1,6000,NO POOL,0,Subdivision 0,TX1,1370 Main St,City0,ZIP2-70,ZIP3-20,ROOFTOP,CO370,Single Family,Residential,2020,N,Electric,1740,1940,1840,1690,Actual,1790,3,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,270.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,470000.0,110.0
471,0.15,6100,POOL,1,Subdivision 1,TX2,1371 Main St,City1,ZIP2-71,ZIP3-21,ROOFTOP,CO371,Condo,Residential,2021,Y,Electric,1742,1942,1842,1692,Actual,1792,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,271.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,471000.0,111.0
472,0.2,6200,NO POOL,2,Subdivision 2,TX0,1372 Main St,City2,ZIP2-72,ZIP3-22,ROOFTOP,CO372,Single Family,Residential,2022,Y,Gas,1744,1944,1844,1694,Actual,1794,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,272.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,472000.0,112.0
473,0.25,6300,POOL,3,Subdivision 3,TX1,1373 Main St,City3,ZIP2-73,ZIP3-23,ROOFTOP,CO373,Condo,Residential,2023,Y,Electric,1746,1946,1846,1696,Actual,1796,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,273.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,473000.0,113.0
474,0.3,6400,NO POOL,4,Subdivision 4,TX2,1374 Main St,City4,ZIP2-74,ZIP3-24,ROOFTOP,CO374,Single Family,Residential,2024,Y,Electric,1748,1948,1848,1698,Actual,1798,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,274.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,474000.0,114.0
475,0.35,6500,POOL,5,Subdivision 0,TX0,1375 Main St,City5,ZIP2-75,ZIP3-25,ROOFTOP,CO375,Condo,Residential,1950,Y,Gas,1750,1950,1850,1700,Actual,1800,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,275.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,475000.0,115.0
476,0.4,6600,NO POOL,6,Subdivision 1,TX1,1376 Main St,City6,ZIP2-76,ZIP3-26,ROOFTOP,CO376,Single Family,Residential,1951,Y,Electric,1752,1952,1852,1702,Actual,1802,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,276.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,476000.0,116.0
477,0.45,6700,POOL,7,Subdivision 2,TX2,1377 Main St,City7,ZIP2-77,ZIP3-27,ROOFTOP,CO377,Condo,Residential,1952,Y,Electric,1754,1954,1854,1704,Actual,1804,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,277.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,477000.0,117.0
478,0.5,6800,NO POOL,8,Subdivision 3,TX0,1378 Main St,City8,ZIP2-78,ZIP3-28,ROOFTOP,CO378,Single Family,Residential,1953,Y,Gas,1756,1956,1856,1706,Actual,1806,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,278.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,478000.0,118.0
479,0.55,6900,POOL,9,Subdivision 4,TX1,1379 Main St,City9,ZIP2-79,ZIP3-29,ROOFTOP,CO379,Condo,Residential,1954,Y,Electric,1758,1958,1858,1708,Actual,1808,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,279.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,479000.0,119.0
480,0.1,7000,NO POOL,0,Subdivision 0,TX2,1380 Main St,City0,ZIP2-80,ZIP3-30,ROOFTOP,CO380,Single Family,Residential,1955,N,Electric,1760,1960,1860,1710,Actual,1810,4,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,280.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,480000.0,120.0
481,0.15,7100,POOL,1,Subdivision 1,TX0,1381 Main St,City1,ZIP2-81,ZIP3-31,ROOFTOP,CO381,Condo,Residential,1956,Y,Gas,1762,1962,1862,1712,Actual,1812,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,281.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,481000.0,121.0
482,0.2,7200,NO POOL,2,Subdivision 2,TX1,1382 Main St,City2,ZIP2-82,ZIP3-32,ROOFTOP,CO382,Single Family,Residential,1957,Y,Electric,1764,1964,1864,1714,Actual,1814,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,282.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,482000.0,122.0
483,0.25,7300,POOL,3,Subdivision 3,TX2,1383 Main St,City3,ZIP2-83,ZIP3-33,ROOFTOP,CO383,Condo,Residential,1958,Y,Electric,1766,1966,1866,1716,Actual,1816,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,283.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,483000.0,123.0
484,0.3,7400,NO POOL,4,Subdivision 4,TX0,1384 Main St,City4,ZIP2-84,ZIP3-34,ROOFTOP,CO384,Single Family,Residential,1959,Y,Gas,1768,1968,1868,1718,Actual,1818,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,284.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,484000.0,124.0
485,0.35,7500,POOL,5,Subdivision 0,TX1,1385 Main St,City5,ZIP2-85,ZIP3-35,ROOFTOP,CO385,Condo,Residential,1960,Y,Electric,1770,1970,1870,1720,Actual,1820,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,285.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,485000.0,125.0
